lokasi,komoditas,tanggal,suhu_c,curah_hujan_mm,ph_tanah,produksi_kg,permintaan_kg,harga_per_kg,distribusi_jam,gap
Malang,Cabai,2026-04-24,27.1,9.4,6.79,572,1111,37085,7,-539
Malang,Padi,2026-01-03,32.3,0.0,6.45,5130,4725,10288,5,405
Malang,Padi,2026-02-21,29.0,9.3,6.42,5095,4797,10811,5,298
Semarang,Padi,2026-01-29,28.1,10.8,6.45,4801,5011,15258,4,-210
Malang,Cabai,2026-04-13,28.3,4.1,6.65,1041,1491,37226,5,-450
Semarang,Padi,2026-03-15,27.5,7.7,6.77,4586,4921,14453,6,-335
Malang,Cabai,2026-01-03,31.7,4.5,6.77,905,1370,37782,4,-465
Semarang,Padi,2026-01-11,26.7,14.2,6.35,4799,4649,15546,7,150
Semarang,Cabai,2026-04-21,28.5,10.2,6.39,1124,531,36582,7,593
Semarang,Padi,2026-01-29,32.3,2.1,6.83,4876,5268,14814,5,-392
Semarang,Padi,2026-03-13,30.3,0.0,6.44,5360,5240,12609,4,120
Malang,Cabai,2026-04-07,26.1,4.7,6.21,1394,997,33371,4,397
Malang,Padi,2026-01-02,32.5,3.0,6.45,5791,4935,6971,4,856
Semarang,Padi,2026-03-19,29.7,4.3,6.94,5167,4570,11264,6,597
Semarang,Padi,2026-03-30,27.2,15.5,6.36,5206,4870,10003,4,336
Semarang,Cabai,2026-02-27,30.1,0.0,6.25,1287,630,32120,6,657
Malang,Padi,2026-03-17,26.5,8.7,6.69,5219,5413,18097,5,-194
Semarang,Cabai,2026-02-10,26.7,1.1,6.68,1339,730,30467,5,609
Malang,Padi,2026-04-05,26.5,0.0,6.44,5081,5173,13442,4,-92
Semarang,Cabai,2026-02-22,26.0,9.8,6.76,812,840,37626,5,-28
Malang,Padi,2026-04-29,28.8,12.8,6.6,5164,5226,13199,5,-62
Malang,Cabai,2026-03-26,29.3,0.0,6.87,1293,1015,33062,6,278
Semarang,Cabai,2026-04-11,24.9,15.6,6.34,999,1013,39063,7,-14
Semarang,Padi,2026-02-10,29.8,0.2,6.53,4964,4566,12725,6,398
Malang,Padi,2026-04-04,29.4,1.7,6.65,4812,3760,8997,5,1052
Malang,Padi,2026-03-29,33.0,15.1,6.47,4752,5233,15664,4,-481
Semarang,Padi,2026-03-28,29.5,0.9,6.74,4823,5264,13675,5,-441
Semarang,Cabai,2026-03-15,29.5,10.1,6.46,691,1198,35853,6,-507
Malang,Padi,2026-03-20,31.7,5.1,6.5,5221,5020,14266,7,201
Semarang,Cabai,2026-02-22,22.4,0.9,6.74,989,864,36708,4,125
Semarang,Cabai,2026-02-23,26.0,7.1,6.49,1436,706,30730,5,730
Semarang,Cabai,2026-01-11,27.2,2.4,6.12,884,979,35202,5,-95
Semarang,Padi,2026-01-12,31.1,0.0,6.26,4721,4995,12656,6,-274
Semarang,Cabai,2026-03-07,29.4,2.1,6.49,518,1400,37487,4,-882
Semarang,Cabai,2026-04-08,26.9,16.9,6.61,1288,1183,33570,6,105
Semarang,Cabai,2026-04-05,27.0,0.4,6.18,1034,1629,39091,6,-595
Semarang,Padi,2026-03-23,22.9,2.9,6.5,5040,4896,11541,6,144
Malang,Cabai,2026-04-22,32.0,8.4,6.54,715,570,35472,4,145
Semarang,Cabai,2026-01-26,31.0,0.0,6.78,1290,178,34146,5,1112
Malang,Padi,2026-01-29,29.6,2.6,6.6,4706,5218,14973,7,-512
Semarang,Cabai,2026-02-08,30.3,1.1,6.66,996,435,31717,6,561
Malang,Cabai,2026-02-27,28.2,0.0,6.33,578,261,34986,6,317
Malang,Cabai,2026-03-22,27.0,5.0,6.22,821,911,34700,7,-90
Malang,Padi,2026-01-24,29.03973063973064,9.9,6.67,4769,4987,16678,5,-218
Semarang,Padi,2026-01-24,30.4,6.7,6.29,5240,5060,9617,6,180
Malang,Padi,2026-02-26,27.8,11.1,6.75,4885,4803,13327,4,82
Semarang,Padi,2026-01-04,28.6,2.0,5.76,5526,5000,11013,6,526
Semarang,Padi,2026-01-20,28.1,0.0,6.13,4593,4553,15101,5,40
Semarang,Cabai,2026-02-27,23.7,5.0,6.42,866,1382,37857,6,-516
Semarang,Cabai,2026-04-14,28.5,0.5,6.49,1307,448,30880,5,859
Malang,Padi,2026-01-02,30.4,3.6,6.53,5132,4771,16176,5,361
Semarang,Padi,2026-02-24,30.2,11.5,6.71,5098,5554,16655,7,-456
Malang,Cabai,2026-04-17,27.0,0.0,6.33,1021,1424,35303,5,-403
Malang,Cabai,2026-02-22,31.0,0.0,6.32,1434,1019,32577,5,415
Semarang,Padi,2026-02-23,28.3,5.0,6.75,4498,5705,19785,4,-1207
Malang,Cabai,2026-03-01,29.5,0.0,6.39,925,1457,39696,4,-532
Malang,Padi,2026-02-26,25.8,0.0,6.25,5336,5312,14646,4,24
Malang,Cabai,2026-01-11,26.1,1.4,6.33,950,908,32786,5,42
Semarang,Cabai,2026-01-30,27.5,6.5,6.72,1428,1196,34762,6,232
Semarang,Cabai,2026-03-16,26.9,9.6,6.44,1447,1235,33804,5,212
Malang,Cabai,2026-02-24,30.0,3.0,6.52,1268,454,32381,7,814
Malang,Cabai,2026-04-05,27.6,5.0,6.54,1221,1171,32270,5,50
Malang,Cabai,2026-03-18,30.2,13.2,6.71,1408,1123,34618,7,285
Malang,Padi,2026-04-19,30.5,2.4,6.88,4721,5324,19772,4,-603
Semarang,Padi,2026-04-22,31.3,6.0,6.66,4967,5692,13390,5,-725
Malang,Padi,2026-01-20,29.2,6.5,6.41,5006,4331,9188,7,675
Semarang,Cabai,2026-02-13,27.9,2.3,6.42,775,1107,37415,6,-332
Semarang,Cabai,2026-04-06,30.1,3.4,6.42,738,644,34918,4,94
Semarang,Padi,2026-01-08,28.9,12.5,6.61,4766,4975,11698,4,-209
Semarang,Padi,2026-01-20,27.0,5.7,6.52,4679,5382,22164,6,-703
Semarang,Padi,2026-02-02,29.03973063973064,1.4,6.14,4788,4443,15683,5,345
Semarang,Padi,2026-04-23,30.8,0.0,6.35,5020,5411,16958,5,-391
Semarang,Cabai,2026-04-15,29.8,6.0,6.29,1013,570,32947,6,443
Malang,Padi,2026-02-22,28.9,0.0,6.47,5155,5669,15391,7,-514
Malang,Padi,2026-03-12,26.2,2.8,6.45,4979,5275,14112,5,-296
Malang,Cabai,2026-03-12,28.5,4.9,6.53,1029,1174,37412,6,-145
Semarang,Padi,2026-04-07,29.8,7.3,6.18,5015,5191,16337,6,-176
Malang,Cabai,2026-02-03,27.6,1.7,6.39,1160,1413,35450,5,-253
Malang,Padi,2026-03-16,28.8,3.9,6.65,5097,5910,16360,5,-813
Semarang,Cabai,2026-02-26,27.3,4.9,6.53,1875,926,27994,4,949
Malang,Cabai,2026-04-11,28.8,5.1,6.66,1292,798,32228,4,494
Semarang,Cabai,2026-01-26,27.5,0.0,6.56,617,834,34094,7,-217
Malang,Cabai,2026-04-28,26.4,0.0,6.48,1004,1087,34522,7,-83
Semarang,Padi,2026-01-29,31.1,0.0,6.43,5064,4632,15302,6,432
Malang,Cabai,2026-01-05,30.1,2.0,6.13,871,1411,37026,5,-540
Malang,Padi,2026-03-04,28.3,2.4,6.53,5231,5952,19259,7,-721
Semarang,Cabai,2026-02-26,26.9,5.3,6.52,676,929,37063,6,-253
Malang,Padi,2026-04-19,29.3,2.9,6.91,5115,4375,13941,7,740
Malang,Padi,2026-02-17,33.3,6.7,6.64,5219,4917,11345,5,302
Malang,Cabai,2026-01-11,29.4,11.6,6.48,773,423,34546,5,350
Semarang,Padi,2026-04-12,30.0,0.0,6.39,5080,4308,10103,7,772
Semarang,Padi,2026-02-16,28.7,9.7,6.44,4591,4405,9251,7,186
Semarang,Cabai,2026-01-26,29.9,13.4,6.73,844,1506,37352,4,-662
Semarang,Padi,2026-01-12,27.7,7.3,6.43,4739,4757,15558,7,-18
Semarang,Cabai,2026-02-24,29.7,9.8,6.57,516,1845,42395,4,-1329
Malang,Cabai,2026-02-04,31.2,0.0,6.62,376,1270,37310,5,-894
Semarang,Padi,2026-02-11,30.6,11.1,6.5,4842,5239,12535,6,-397
Malang,Padi,2026-04-01,28.2,0.0,6.9,5168,5305,12724,7,-137
Semarang,Cabai,2026-02-08,27.4,4.2,6.2,895,1389,35976,4,-494
Malang,Cabai,2026-04-28,32.8,0.0,6.45,803,927,38362,5,-124
Malang,Cabai,2026-03-15,27.0,2.7,6.63,1027,1070,33284,4,-43
Malang,Cabai,2026-01-10,25.8,1.5,6.14,1161,1490,36278,6,-329
Semarang,Cabai,2026-01-09,27.0,0.1,6.44,909,1364,35937,4,-455
Semarang,Padi,2026-02-05,29.9,3.5,6.35,4900,5134,16999,5,-234
Semarang,Padi,2026-02-20,31.0,0.5,6.55,4992,4936,12746,6,56
Malang,Cabai,2026-01-15,31.3,0.4,6.58,1106,1509,37410,5,-403
Semarang,Cabai,2026-03-18,28.3,0.0,6.37,912,724,34143,6,188
Semarang,Padi,2026-04-06,24.2,0.0,6.63,5241,4264,7485,6,977
Semarang,Cabai,2026-03-11,28.8,12.2,6.43,848,937,39151,5,-89
Semarang,Cabai,2026-03-15,28.0,7.7,6.63,678,1274,37677,4,-596
Malang,Cabai,2026-02-13,28.2,0.0,6.28,1113,857,31120,7,256
Malang,Cabai,2026-03-11,31.2,0.0,6.59,924,748,34513,5,176
Malang,Cabai,2026-01-31,29.1,0.9,6.33,527,1122,35467,7,-595
Malang,Cabai,2026-02-10,29.4,1.4,6.68,877,466,32377,7,411
Semarang,Padi,2026-01-28,29.1,1.0,6.49,5368,5057,16708,4,311
Semarang,Padi,2026-04-21,28.8,13.2,6.53,5422,5801,15486,7,-379
Semarang,Padi,2026-04-05,30.5,8.8,6.23,4745,4801,16708,5,-56
Malang,Padi,2026-02-06,26.5,12.6,6.66,5346,4628,10554,5,718
Semarang,Padi,2026-04-22,29.6,3.6,6.53,5310,4533,13209,4,777
Malang,Padi,2026-01-26,27.7,3.6,6.29,4938,4985,15554,5,-47
Semarang,Cabai,2026-03-07,25.1,4.9,6.56,1074,869,34224,7,205
Malang,Cabai,2026-01-24,28.3,2.5,6.47,1491,926,32135,7,565
Semarang,Padi,2026-03-19,32.9,7.3,6.52,5011,4046,10665,6,965
Semarang,Cabai,2026-03-23,27.6,3.1,6.42,1306,848,36875,7,458
Semarang,Padi,2026-03-05,28.7,1.7,6.06,5479,5281,14076,5,198
Semarang,Cabai,2026-03-24,29.3,0.0,6.4,1252,579,26571,7,673
Semarang,Padi,2026-04-19,28.5,4.3,6.53,5218,5255,14702,4,-37
Malang,Cabai,2026-03-06,30.0,8.1,6.25,549,701,34436,6,-152
Malang,Padi,2026-02-10,27.3,1.9,6.72,5003,4928,13404,6,75
Semarang,Padi,2026-03-22,31.6,6.1,6.47,5750,4577,7427,7,1173
Malang,Padi,2026-04-10,32.4,13.3,6.74,4940,4853,10222,4,87
Malang,Padi,2026-01-25,28.0,11.6,6.31,5121,4930,14322,7,191
Semarang,Cabai,2026-01-14,28.9,0.0,6.52,1314,988,34920,5,326
Semarang,Padi,2026-01-16,27.8,8.7,6.51,5207,5435,16523,7,-228
Malang,Cabai,2026-01-15,29.0,2.3,6.43,887,608,29690,7,279
Semarang,Cabai,2026-04-27,26.3,5.1,6.88,1306,1657,37537,6,-351
Semarang,Padi,2026-04-26,27.7,0.0,6.74,5462,4778,10072,7,684
Malang,Padi,2026-01-28,27.8,4.7,6.28,4649,5180,18635,6,-531
Malang,Padi,2026-04-14,28.7,0.0,6.57,5620,4902,10054,6,718
Malang,Cabai,2026-02-21,27.7,10.1,6.37,1102,981,37505,5,121
Semarang,Cabai,2026-02-27,29.2,4.1,6.49,768,1212,35839,5,-444
Semarang,Padi,2026-03-11,32.2,5.8,6.67,5222,4847,16340,6,375
Semarang,Padi,2026-04-06,31.9,12.1,6.5,5297,4910,11087,6,387
Malang,Padi,2026-04-05,30.7,2.2,6.55,5795,5458,10512,4,337
Malang,Padi,2026-04-08,23.2,4.9,6.81,5419,5150,11571,5,269
Semarang,Cabai,2026-01-13,28.0,10.3,6.39,1338,763,36241,7,575
Semarang,Cabai,2026-01-17,28.7,0.0,5.99,407,883,36846,5,-476
Semarang,Padi,2026-04-09,29.6,2.7,6.64,5178,4869,13521,4,309
Malang,Cabai,2026-01-08,30.8,0.5,6.68,1097,966,30591,6,131
Malang,Cabai,2026-01-31,30.3,4.4,6.45,1057,1010,34231,6,47
Semarang,Cabai,2026-01-11,30.0,5.2,6.62,872,1889,43056,7,-1017
Semarang,Cabai,2026-03-21,30.2,3.3,6.3,891,652,34818,4,239
Malang,Padi,2026-01-24,32.2,9.1,7.05,4533,4797,13433,4,-264
Malang,Cabai,2026-02-19,29.4,8.2,6.21,813,1398,36828,5,-585
Malang,Padi,2026-02-25,28.4,5.8,6.49,4815,5375,16541,5,-560
Semarang,Padi,2026-04-08,29.4,2.2,6.8,4882,5029,16804,4,-147
Semarang,Cabai,2026-02-18,25.1,8.4,6.51,1162,1073,33436,5,89
Semarang,Cabai,2026-02-18,26.4,11.5,6.21,1270,1594,34407,7,-324
Semarang,Padi,2026-01-03,28.7,14.2,6.28,4908,5601,16819,6,-693
Malang,Padi,2026-04-12,27.1,6.3,6.66,4882,5221,12941,7,-339
Malang,Cabai,2026-04-04,30.2,8.8,6.26,1217,1066,32486,7,151
Malang,Cabai,2026-04-19,31.6,5.2,6.31,439,1611,42943,7,-1172
Malang,Cabai,2026-02-06,29.4,2.3,6.61,751,601,35793,7,150
Malang,Padi,2026-04-10,26.5,2.8,6.36,5142,5019,15714,7,123
Semarang,Cabai,2026-01-02,25.2,5.9,6.16,802,711,33528,5,91
Semarang,Cabai,2026-01-19,29.03973063973064,10.7,6.81,1003,1108,37846,5,-105
Malang,Cabai,2026-02-02,31.6,0.6,6.78,1617,1311,34659,4,306
Malang,Padi,2026-01-06,26.8,10.3,6.29,5110,5188,7797,6,-78
Semarang,Cabai,2026-02-05,24.8,4.7,6.11,731,228,32804,7,503
Semarang,Cabai,2026-02-21,27.1,2.0,6.55,730,468,33211,7,262
Malang,Padi,2026-02-20,31.6,18.0,6.57,5193,4760,10760,5,433
Malang,Cabai,2026-04-18,29.1,11.1,6.45,1450,1229,34805,4,221
Malang,Padi,2026-01-21,28.1,7.3,6.48,5290,4987,16560,4,303
Malang,Cabai,2026-03-01,29.7,10.4,6.71,1050,1135,36106,6,-85
Malang,Cabai,2026-01-29,26.5,0.0,6.5,904,1318,37964,7,-414
Semarang,Cabai,2026-04-05,29.1,4.7,6.54,870,1209,36001,7,-339
Malang,Padi,2026-03-08,29.9,9.0,6.39,4768,5190,13467,4,-422
Malang,Cabai,2026-04-02,28.8,7.7,6.6,1001,1351,35405,5,-350
Semarang,Cabai,2026-01-04,30.0,3.4,6.24,1076,986,31464,7,90
Malang,Padi,2026-03-28,24.8,4.2,6.82,5096,4732,14343,5,364
Malang,Padi,2026-02-20,30.4,9.4,6.65,4856,4345,10402,4,511
Malang,Cabai,2026-02-16,28.7,0.0,6.39,997,1197,35082,4,-200
Malang,Cabai,2026-03-30,29.7,7.2,6.81,848,980,36762,4,-132
Semarang,Padi,2026-04-04,27.3,6.1,6.5,5833,5039,12343,4,794
Malang,Cabai,2026-04-07,25.9,4.7,6.75,1086,1031,34156,6,55
Malang,Cabai,2026-02-24,25.8,0.0,6.39,1232,821,33456,7,411
Semarang,Padi,2026-01-14,26.9,10.3,6.22,4865,4991,16150,6,-126
Semarang,Cabai,2026-04-22,31.8,0.9,6.74,1305,41,28239,7,1264
Semarang,Cabai,2026-02-02,30.0,8.8,6.69,633,1122,34971,4,-489
Malang,Padi,2026-02-26,29.9,7.8,6.54,5071,4367,12068,7,704
Malang,Padi,2026-02-07,27.9,4.8,6.41,5043,5229,12912,7,-186
Malang,Cabai,2026-04-09,31.6,0.0,6.3,892,629,33236,6,263
Semarang,Cabai,2026-01-17,31.0,5.4,6.53,682,946,35476,4,-264
Malang,Padi,2026-03-22,26.1,5.3,6.67,4491,5328,19819,7,-837
Malang,Cabai,2026-04-05,33.4,3.2,6.52,875,1000,38690,4,-125
Semarang,Cabai,2026-01-19,31.8,10.1,6.43,1256,1136,37400,5,120
Semarang,Cabai,2026-03-23,34.3,8.0,6.51,1216,853,37960,4,363
Semarang,Cabai,2026-03-23,27.3,10.5,6.67,850,1230,33882,6,-380
Malang,Cabai,2026-04-17,32.4,1.1,6.24,731,465,36343,7,266
Malang,Padi,2026-03-24,32.1,6.6,6.74,5040,4961,12938,7,79
Semarang,Padi,2026-03-15,29.5,4.7,6.65,5028,4934,11787,6,94
Malang,Cabai,2026-03-01,26.7,5.4,6.55,784,764,35361,7,20
Semarang,Cabai,2026-02-25,27.2,10.3,6.97,741,1213,35906,5,-472
Semarang,Cabai,2026-02-05,30.0,0.6,6.46,690,1328,36516,5,-638
Malang,Cabai,2026-01-18,28.8,5.7,6.35,1063,1612,36188,4,-549
Malang,Cabai,2026-02-19,27.4,0.0,6.56,835,1747,39629,4,-912
Malang,Padi,2026-01-05,31.2,2.1,6.51,5286,4806,11508,4,480
Semarang,Padi,2026-02-16,29.0,8.4,6.62,4933,5025,13716,6,-92
Malang,Padi,2026-02-02,32.8,0.6,6.35,4738,5289,17651,7,-551
Malang,Cabai,2026-01-26,28.7,0.4,6.5,530,1057,39378,7,-527
Semarang,Cabai,2026-04-08,32.2,1.9,6.73,953,935,35786,4,18
Semarang,Cabai,2026-02-17,28.2,0.0,6.57,921,937,32659,4,-16
Semarang,Padi,2026-03-05,30.9,3.5,6.15,5585,4975,9452,6,610
Malang,Padi,2026-02-20,26.4,8.7,6.51,5376,5083,10396,6,293
Malang,Padi,2026-04-15,28.5,9.8,6.12,5431,4539,8630,5,892
Semarang,Padi,2026-03-14,29.2,9.9,6.91,5174,5631,13860,7,-457
Semarang,Padi,2026-01-26,33.3,0.0,6.4,5168,4357,8090,7,811
Semarang,Padi,2026-04-23,31.8,5.1,6.41,4134,5186,20840,4,-1052
Semarang,Cabai,2026-01-21,29.4,9.8,6.36,737,817,37968,6,-80
Semarang,Cabai,2026-02-25,31.0,0.0,6.66,664,1706,38081,7,-1042
Malang,Padi,2026-04-28,30.3,2.8,6.57,5148,5157,13235,4,-9
Malang,Cabai,2026-04-30,28.9,2.4,6.44,757,1033,35178,5,-276
Malang,Cabai,2026-02-18,30.3,10.6,6.3,855,1092,35180,5,-237
Malang,Padi,2026-03-21,30.9,7.5,6.43,5222,4963,10541,4,259
Semarang,Cabai,2026-02-24,30.8,4.1,6.26,1017,1045,35511,5,-28
Malang,Cabai,2026-02-23,27.8,1.9,6.29,1209,1579,36219,6,-370
Semarang,Padi,2026-01-03,28.6,0.0,6.69,5338,4221,10371,7,1117
Semarang,Cabai,2026-01-02,28.9,5.1,6.46,1363,504,31920,5,859
Semarang,Cabai,2026-03-13,33.6,2.4,6.69,968,1493,37609,7,-525
Semarang,Cabai,2026-04-15,28.0,0.0,6.4,1185,1556,37077,7,-371
Semarang,Padi,2026-04-25,28.1,3.6,6.48,5025,5276,14365,5,-251
Malang,Padi,2026-01-07,27.1,4.4,6.47,4950,5012,14461,4,-62
Semarang,Cabai,2026-02-20,26.7,1.4,7.06,688,458,35318,5,230
Malang,Cabai,2026-01-21,24.8,3.8,6.93,536,207,30356,5,329
Semarang,Cabai,2026-03-04,28.0,8.4,6.78,1536,901,27222,6,635
Malang,Cabai,2026-03-01,28.5,4.1,6.72,1382,931,34941,5,451
Malang,Padi,2026-01-26,30.8,5.4,6.91,4568,4793,14871,7,-225
Semarang,Cabai,2026-01-10,29.0,0.0,6.67,1226,223,29977,6,1003
Semarang,Cabai,2026-04-20,25.8,1.7,6.32,1242,1046,31448,5,196
Malang,Cabai,2026-03-26,29.7,0.9,6.43,1151,1208,37958,4,-57
Semarang,Cabai,2026-02-21,28.1,5.9,6.59,970,278,32202,5,692
Malang,Padi,2026-03-02,26.4,4.7,6.6,4931,4545,10426,6,386
Semarang,Cabai,2026-01-04,27.9,7.5,6.34,1450,1541,34521,4,-91
Malang,Padi,2026-03-30,27.7,0.0,6.2,4598,5054,15627,6,-456
Malang,Cabai,2026-03-06,30.0,7.6,6.12,961,446,34228,7,515
Malang,Cabai,2026-04-17,27.5,2.7,6.05,1100,890,35890,4,210
Semarang,Padi,2026-03-31,26.0,0.0,6.26,5298,4720,11358,5,578
Malang,Cabai,2026-02-02,28.7,8.0,6.26,1242,660,31124,7,582
Malang,Padi,2026-03-21,29.1,3.4,6.53,4285,4268,15146,7,17
Malang,Padi,2026-03-02,28.5,6.5,6.64,4391,4645,14604,5,-254
Malang,Padi,2026-02-21,28.5,0.0,6.58,5396,5043,10421,6,353
Semarang,Cabai,2026-03-03,26.9,6.9,6.7,1354,973,32378,5,381
Malang,Cabai,2026-01-03,29.9,0.0,6.71,922,1507,38907,7,-585
Semarang,Cabai,2026-02-28,26.6,4.7,6.81,1264,695,31542,6,569
Malang,Padi,2026-04-03,32.4,5.7,5.96,5101,4860,12645,4,241
Semarang,Cabai,2026-01-07,28.3,9.0,6.72,1084,864,33817,4,220
Semarang,Cabai,2026-03-26,30.2,7.3,6.81,1376,725,33385,7,651
Semarang,Cabai,2026-01-05,28.0,0.0,6.56,197,299,35155,4,-102
Semarang,Padi,2026-03-08,25.8,0.9,6.58,5174,4993,15408,6,181
Malang,Padi,2026-01-24,28.4,0.0,6.48,5333,5274,16509,5,59
Malang,Cabai,2026-02-11,28.6,12.4,6.5,1212,1590,36503,6,-378
Semarang,Padi,2026-02-14,28.7,0.0,6.93,4859,5063,17332,7,-204
Semarang,Padi,2026-01-19,29.5,0.0,6.44,5073,4892,10008,4,181
Semarang,Padi,2026-04-02,31.9,3.7,6.32,5080,4913,10809,5,167
Malang,Cabai,2026-03-23,25.3,11.6,6.4,817,293,35861,5,524
Malang,Cabai,2026-03-29,30.8,7.1,6.49,489,676,36310,6,-187
Malang,Padi,2026-01-24,30.4,9.8,6.25,5658,5306,12236,4,352
Malang,Padi,2026-01-14,26.1,3.9,6.02,5057,5146,14366,6,-89
Malang,Cabai,2026-04-01,29.7,12.3,6.38,1132,372,32114,7,760
Semarang,Cabai,2026-03-11,28.2,1.2,6.35,881,1152,33730,7,-271
Malang,Padi,2026-02-01,28.2,4.8,6.28,5538,4658,8261,4,880
Semarang,Cabai,2026-04-16,30.1,0.3,6.72,1060,1102,34521,6,-42
Malang,Padi,2026-02-18,27.9,14.1,6.25,5460,4955,12073,6,505
Malang,Cabai,2026-02-09,30.7,1.8,6.67,187,712,35776,7,-525
Semarang,Cabai,2026-03-05,29.8,8.5,6.55,800,1147,36983,5,-347
Malang,Cabai,2026-01-09,25.5,1.2,6.52,1020,612,30492,7,408
Malang,Cabai,2026-01-07,33.3,4.7,6.54,1166,1406,37551,4,-240
Malang,Padi,2026-01-22,28.7,10.0,6.45,4668,4310,11967,6,358
Malang,Cabai,2026-02-20,31.9,4.7,6.35,1092,1768,38138,6,-676
Semarang,Cabai,2026-01-31,29.7,5.5,6.46,757,1605,35563,5,-848
Malang,Padi,2026-03-02,30.7,11.2,6.45,5057,5111,16376,7,-54
Semarang,Padi,2026-02-21,29.9,6.9,6.48,5112,5008,13795,5,104
Malang,Padi,2026-01-27,30.6,0.0,6.59,4975,5412,17482,6,-437
Malang,Cabai,2026-02-11,25.0,4.3,6.25,934,744,32296,5,190
Malang,Padi,2026-02-12,31.4,0.0,6.31,4790,4807,12331,7,-17
Semarang,Cabai,2026-02-18,28.3,6.5,6.63,1186,236,31010,7,950
Malang,Padi,2026-01-04,32.3,10.4,6.46,4821,5660,18156,5,-839
Semarang,Padi,2026-04-18,33.6,3.9,6.5,4750,4844,12407,6,-94
Malang,Cabai,2026-01-01,30.8,5.8,6.55,984,1028,38458,5,-44
Malang,Cabai,2026-01-01,29.5,10.7,6.59,1146,496,30132,7,650
Malang,Padi,2026-04-21,29.8,3.7,6.58,5010,5096,17106,6,-86
Semarang,Cabai,2026-01-15,28.4,9.1,6.25,448,1842,45642,4,-1394
Semarang,Padi,2026-02-06,29.3,8.6,6.85,4681,4596,13572,4,85
Malang,Padi,2026-03-05,28.5,9.3,6.5,5187,5192,11971,5,-5
Semarang,Cabai,2026-01-28,29.1,0.0,6.4,1015,999,32338,6,16
Semarang,Cabai,2026-01-28,30.7,4.0,6.45,1279,691,35514,5,588
Semarang,Cabai,2026-04-11,30.1,17.1,6.28,299,1499,38057,5,-1200
Malang,Cabai,2026-03-27,29.8,6.2,6.58,1251,1234,32481,7,17
